"","glottocode","TLI0005","TLI0008","TLI0035","TLI0044","TLI0081","TLI0096","TLI0102","TLI0107","TLI0120","TLI0140","TLI0155","TLI0164","TLI0175","TLI0178","TLI0179","TLI0180","TLI0181","TLI0187","TLI0189","TLI0360","TLI0364","TLI0370","TLI0371","TLI0373","TLI0376","TLI0377","TLI0378","TLI0381","TLI0383","TLI0387","TLI0388","TLI0392","TLI0395","TLI0398","TLI0400","TLI0401","TLI0403","TLI0430","TLI0431","TLI0433","TLI0434","TLI0440","TLI0453","TLI0454","TLI0512","TLI0513","TLI0514","TLI0515","TLI0517","TLI0518","TLI0519","TLI0654","TLI0668","TLI0670","TLI0672","TLI0673","TLI0674","TLI0766","TLI0771","TLI0790","TLI0792","TLI0801","TLI0804","TLI0839","TLI0840","TLI0841","TLI0842","TLI0843","TLI0844","TLI0845","TLI0846","TLI0847","TLI0848","TLI0849","TLI0850","TLI0851","TLI0852","TLI0853","TLI0854","TLI0855","TLI0856","TLI0857","TLI0860","TLI0861","TLI0862","TLI0863","TLI0864","TLI0868","TLI0869","TLI0870","TLI0871","TLI0872","TLI0874","TLI0875","TLI0876","TLI0877","TLI0878","TLI0879","TLI0880","TLI0883","TLI0885","TLI0886","TLI0887","TLI0898","TLI0899","TLI0900","TLI0901","TLI0902","TLI0903","TLI0904","TLI0905","TLI0906","TLI0907","TLI0910","TLI0912","TLI0915","TLI0916","TLI0917","TLI0918","TLI0919","TLI0920","TLI0921","TLI0922","TLI0923","TLI0924","TLI0925","TLI0926","TLI0927","TLI0928","TLI0929","TLI0930","TLI0931","TLI0932","TLI0933","TLI0934","TLI0935","TLI0936","TLI0937","TLI0938","TLI0939","TLI0940","TLI0941","TLI0942","TLI0943","TLI0944","TLI0945","TLI0946","TLI0947","TLI0950","TLI0951","TLI0952","TLI0953","TLI0954","TLI0956","TLI0957","TLI0958","TLI0959","TLI0960","TLI0961","TLI0962","TLI0963","TLI0964","TLI0965","TLI0966","TLI0967","TLI0968","TLI0969","TLI0978","TLI0979","TLI0980","TLI0981","TLI0982","TLI0983","TLI0987","TLI0988","TLI0989","TLI0991","TLI0992","TLI0993","TLI0994","TLI0995","TLI0996","TLI0997","TLI0998","TLI0999","TLI1000","TLI1001","TLI1002","TLI1003","TLI1004","TLI1005","TLI1006","TLI1007","TLI1008","TLI1009","TLI1010","TLI1011","TLI1012","TLI1013","TLI1015","TLI1016","TLI1017","TLI1018","TLI1019","TLI1020","TLI1021","TLI1024","TLI1027","TLI1028","TLI1029","TLI1030","TLI1031","TLI1032","TLI1033","TLI1034","TLI1035","TLI1036","TLI1037","TLI1038","TLI1042","TLI1043","TLI1044","TLI1045","TLI1046","TLI1047","TLI1048","TLI1050","TLI1056","TLI1057","TLI1058","TLI1059","TLI1064","TLI1067","TLI1068","TLI1069","TLI1076","TLI1077","TLI1078","TLI1079","TLI1080","TLI1081","TLI1084","TLI1085","TLI1086","TLI1087","TLI1088","TLI1091","TLI1092","TLI1093","TLI1094","TLI1095","TLI1096","TLI1097","TLI1098","TLI1105","TLI1107","TLI1108","TLI1114","TLI1118"
"1610","kinn1249","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","0","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","?","False","False","separative","True","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","no infixes in verb inflection and agreement","no split markers in verb inflection and agreement","3-8","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","post","post",NA,NA,NA,NA,NA,NA,"?","?","?","?","?","?","?","?","?","?",NA,"true","?",NA,NA,NA,NA,NA,"?","?","?","?","interrogative verb morphology","?","post","num-noun",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","extensive affixation","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","dem-noun","demonstrative word","?","?","negative particle","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"preverbal word",NA,NA,"immediately preverbal","suffixing","?","?","?","?","?","?","?","?","affix","post","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","negative word","no double negation","?","?","TRUE","TRUE","?","?","concatenative","suffixes","suffix","?","?","?","?","?","?","genitive-noun","adjective-noun","Degree word-Adjective","not initial","sov","?","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","?","TRUE","TRUE","FALSE","TRUE"
"1614","kirg1245","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","question particle","?","post","num-noun","Final","clitics or affixes","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","extensive affixation","?","?","?","?","?","?","TRUE","TRUE","TRUE","?","?","?","?","?","?","?","?","?","?","?","clitics",NA,"?","?","?","?","?","?","FALSE","TRUE","?","?","?","?","?","?","?","?","?","?","?","suffixing","?","?","?","?","?","?","?","?","affix","post","affix","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","one-th, two-th, three-th","suffixes","?","TRUE","?","?","?","FALSE","TRUE","TRUE","?",NA,"concatenative","suffixes","suffix","?","?","?","?","?","Interrogative-based","?","adjective-noun","?","?","?","?","?","?","?","?","?","TRUE","FALSE","TRUE","TRUE","?","?"
"1616","kiri1256","true","true","?","?","?","?","?","?","?","?","?","?","true","false","true","false","false","false","false","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","false","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,NA,NA,NA,NA,NA,NA,NA,NA,"?","?","?","?","?","?",NA,NA,NA,NA,"?","1","1","?","?","?","?","?","?","?","?","?","?","?",NA,NA,NA,NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","?","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","FALSE","?","?","?","?","FALSE","?","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","osv","FALSE","?","?","?","?","?","FALSE","?","?","?","?","?"
"1629","klam1254","false","?","?","?","?","?","?","?","?","?","?","?","true","false","true","true","true","false","false","0","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true","true","false","True","False","False","distributive","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","Identical","?","?","?","?","?","?",NA,"?",NA,"no infixes in verb inflection and agreement","no split markers in verb inflection and agreement","9+","?","?","2","?","?","?","?","?","?","?","?","?","?",NA,"?","prenominal","initial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"true",NA,"false","false","false","false",NA,NA,"?","?","?",NA,NA,"?","?","?","true","?","?",NA,NA,"?",NA,NA,NA,NA,NA,NA,"question particle","?","post","num-noun","?","pronouns in subject position","?","?","?","FALSE","?","?","?","?","?","?","?","?","?","?","?","?","?","extensive affixation","?","?","?","?","?","?","?","?","FALSE","?","?","TRUE","normal imperative","normal negative","FALSE","TRUE","?","?","dem-noun","demonstrative word",NA,"optional","negative particle",NA,"productive full and partial","?","?",NA,"?","?","?",NA,NA,"?","?","?",NA,"preverbal word",NA,NA,"beginning","suffixing","?","?","?","?","?","?","?","?","affix","post","?",NA,"?","2p number-neutral","?","?","?",NA,"?",NA,"?","?","?","?","?","?","?","?","?","?","?",NA,"FALSE","TRUE","negative word","no double negation","TRUE","?","TRUE","TRUE","?","?","?","suffixes","?","?","?","?","?","Indirect-object construction","?","genitive-noun","adjective-noun","Degree word-Adjective","initial","word order free","FALSE","FALSE","TRUE","FALSE","FALSE","?","FALSE","?","TRUE","TRUE","TRUE","?"
"1632","koas1236","true","true","?","?","false","restricted","none","?","?","false","false","false","true","false","true","false","true","false","true","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","false","false","true","true","true","true","false","true","Present","Topic","?","?","?","Non-reduction","Identical","Differentiated","?","No grammatical marking","Inflectional optative absent","Overlap for either possibility or necessity","?","?","?","?","?","?","?","some (3-8)","FALSE","4 or more","no distinction","?","absent","?","?","affixes on verbs possible","verbal constructions not possible","FALSE","TRUE","decimal",NA,"VX","?","?","true","?","?","?",NA,"true","true","true","?","?","?","?","?","?","?","?","Both the A and P arguments","not syncretic",NA,NA,"Inflectional future exists","1","2","large (6-9 cases)","symmetrical","FALSE","?","?",NA,"?","?","?","?","?","?","?","?","P precedes A","?","verbal affix or clitic","post","noun-num","?","clitics or affixes","?","?","TRUE","TRUE","FALSE","?","?","?","?","?","?","?","?","?","?","?","?","extensive affixation","?","TRUE","unrelated","FALSE","FALSE","TRUE","TRUE","?","TRUE","?","differentiation","TRUE","special imperative","special negative","FALSE","TRUE","TRUE","FALSE","dem-noun","demonstrative word","clitics",NA,NA,"TRUE","productive full and partial",NA,NA,"TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","?","?","?","negative suffix",NA,NA,"?","?","?","nominal plurality optional","humans-only","pronouns sensitive to number","?","TRUE","?",NA,"TRUE","clitic","post","?",NA,"TRUE","2p with number distinctions","FALSE","?","FALSE","Second singular and second plural","direct and indirect","zero in all 3rd person forms","TRUE","FALSE","definite distinct from demonstrative","definite word","?","?",NA,"TRUE",NA,"Predicate negation also present","first, two-th, three-th","prefixes","FALSE","TRUE","negative affix","no double negation","TRUE","FALSE","TRUE","TRUE","TRUE",NA,"concatenative","?","?","?","?","none","?","Indirect-object construction","Interrogative-based","genitive-noun","noun-adjective","?","?","sov","FALSE","?","?","?","?","TRUE","TRUE","FALSE","TRUE","TRUE","?","?"
"1639","koit1244","?","?","false","false","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","false","?","?","?","?","?","?","?","?","?","Different","Possible","?","?","?","?","?","?","?","?","FALSE","?","FALSE","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","false","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","S=Atr=P (neutral)","?","?","?","question particle","?","?","noun-num","Final","?","?","?","?","?","?","FALSE","TRUE","?","?","?","?","?","?","?","?","?","?","extensive affixation","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","noun-dem","demonstrative word","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","negative suffix",NA,NA,"?","?","suffixing","?","?","?","?","?","?","?","?","affix","post","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","negative affix","no double negation","?","?","?","TRUE","?","?","concatenative","suffixes","suffix","S=Atr=P","P=T=G","?","?","?","?","genitive-noun","noun-adjective","Adjective-Degree word","not initial","sov","?","?","?","?","?","?","TRUE","?","TRUE","TRUE","?","?"
"1652","komi1268","?","false","false","true","?","?","?","false","?","false","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","true","true","?","?","?","?","?","?","?","?","?","Identical","Possible","?","?","?","?","?","?","?","?","TRUE","?","FALSE","?","?","?","?","?","?","?","?","?","absent","?","?","?","?","?","?","?",NA,"VX","?","?","?","false","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","S=Atr≠P (accusative)","?","P=T=G","?","?","?","post","num-noun","?","?","?","?","?","?","FALSE","FALSE","TRUE","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","?","?","TRUE","TRUE","TRUE","?","?","?","?","?","?","?","?","?","TRUE","?","?","?","?","?","negative auxiliary verb","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"preverbal word",NA,NA,"immediately preverbal","?","?","?","?","same as additive","?","?","?","?","affix","post","?",NA,"?","?","?","?","?","?","direct and indirect","?","?","?","?","?","?","?","?","?","?","Predicate negation also present","first, second, three-th","?","FALSE","?","negative word","no double negation","?","?","TRUE","?","?","?","?","?","?","S=Atr≠P","T≠P≠G","?","?","?","Interrogative-based","genitive-noun","adjective-noun","?","?","svo","FALSE","?","?","?","?","?","TRUE","?","?","TRUE","?","?"
"1653","komi1269","?","?","false","true","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","true","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","FALSE","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","false","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","S=Atr≠P (accusative)","?","?","?","?","?","post","num-noun","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","extensive affixation","TRUE","TRUE","?","?","?","?","?","?","TRUE","?","?","?","?","?","?","?","?","?","?","?","?","?","negative auxiliary verb","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"preverbal word",NA,NA,"?","suffixing","?","?","?","same as additive","TRUE","?","?","?","affix","post","?","?","?","?","?","?","?","?","?","?","?","?","definite distinct from demonstrative","definite affix","?","?","?","?","?","?","?","suffixes","?","?","negative word","no double negation","?","?","TRUE","TRUE","?","?","concatenative","suffixes","suffix","S=Atr≠P","?","?","?","?","Interrogative-based","genitive-noun","adjective-noun","?","?","?","?","?","?","?","?","?","TRUE","?","TRUE","TRUE","?","?"
"1655","komo1258","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","Absent","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","Both the A and P arguments","?","?","?","?","?","?",NA,"?","?",NA,NA,"?",NA,NA,NA,NA,NA,"?","?","?","A precedes P","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","extensive affixation","?","?","?","TRUE","?","?","?","?","?","?","?","?","?","?","?","?","?","?","noun-dem","demonstrative word","?","?","negative auxiliary verb","?","?","?","?","FALSE","?","?","?","?","?","?","?","?",NA,"preverbal word",NA,NA,"immediately preverbal","suffixing","?","?","?","?","?","?","FALSE","FALSE",NA,NA,"?","?","?","?","?","?",NA,"?","?",NA,"?","?","?","?","?","?","singular only","?","?","?","?","?","?","?","negative word","no double negation","?","?","TRUE","FALSE","?","?","concatenative",NA,"prefix","?","?","?","?","?","?","noun-genitive","noun-adjective","?","?","svo","?","?","?","?","?","?","TRUE","?","TRUE","FALSE",NA,NA
"1672","kore1283","?","?","false","true","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","true","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","FALSE","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","prenominal","?","?","false","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","S=Atr≠P (accusative)","?","P=T=G","?","interrogative verb morphology","verbal affix or clitic","post","noun-num",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","affix","post","?","?","?","?","?","?","?","?","direct and indirect","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","?","?","?","?","?","S=Atr≠P","?","?","?","?","?","genitive-noun","noun-adjective","?","initial","vso","?","?","?","?","?","?","TRUE","?","?","TRUE","?","?"
"1673","kork1243","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","Locational","Identical","Impossible","?","?","?","?","'And' different from 'with'","?","?","?","?","?","?","?","?","?","?","?","?","?","?","formally similar","?","?","?","?","?","?","?","?","?","?","postnominal","final","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","post","num-noun","?","pronouns in subject position","?","?","?","?","FALSE","TRUE","TRUE","?","?","?","?","?","?","?","?","?","?","extensive affixation","?","?","?","?","?","?","?","TRUE","?","?","identity","?","?","?","?","?","?","?","dem-noun","demonstrative word",NA,"optional","?","?","?","?","FALSE","?","?","?","?","?","?","?","?","?","?","?","?","?","?","suffixing","nominal plurality obligatory","humans-only","?","?","?","?","?","?","affix","post","reduplication",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","Predicate negation also present","?","?","FALSE","?","?","?","TRUE","?","TRUE","TRUE","?","?","concatenative","suffixes","suffix","?","?","?","?","Double-object construction","Interrogative-based","genitive-noun","adjective-noun","?","?","sov","?","?","?","?","?","?","?","?","TRUE","TRUE","?","?"
"1674","koro1298","?","?","false","false","?","restricted","none","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","false","false","false","false","false","false","false","false","Absent","?","?","?","Exceed","Gap","Identical","Identical","?","?","Inflectional optative absent","Overlap for either possibility or necessity","FALSE",NA,"FALSE",NA,"?","?","?","1","FALSE","none","distinction","formally similar","?","Highly differentiated","yes, without marking","affixes on verbs not possible","verbal constructions possible","?","?","decimal",NA,"VX","prenominal","initial","?",NA,NA,NA,NA,NA,NA,NA,NA,NA,"?","?","?","?","?","?",NA,NA,"FALSE","semantic","?","?","?",NA,NA,"?","?","?","?","?","?","?","?","?",NA,NA,NA,NA,"question particle",NA,"?","noun-num","Final","clitics or affixes","TRUE","FALSE","TRUE","FALSE","FALSE","?","?","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","extensive affixation","?","TRUE","unrelated","TRUE","?","?","?","?","FALSE","TRUE","differentiation","TRUE","special imperative","special negative","TRUE","TRUE","FALSE","?","noun-dem","demonstrative word",NA,NA,"negative particle",NA,NA,NA,NA,NA,"?","?","FALSE",NA,NA,"Gap","TRUE","TRUE",NA,"preverbal word",NA,NA,"immediately preverbal","suffixing","nominal plurality obligatory","all-nouns","pronouns sensitive to number","?","TRUE","FALSE","FALSE","TRUE",NA,NA,"?",NA,"?","2p number-neutral","?","Restricted","FALSE",NA,NA,NA,"TRUE","FALSE","definite distinct from demonstrative","definite word",NA,NA,"also non-singular","?",NA,"Predicate negation also present","?",NA,"FALSE","?","negative word","no double negation","FALSE","TRUE","TRUE","TRUE","TRUE","three","concatenative","suffixes","suffix","S=Atr=P","P=T=G","none","?","Secondary-object construction","Generic-noun-based","genitive-noun","noun-adjective","?","initial","svo","FALSE","?","?","?","?","?","FALSE","FALSE","TRUE","FALSE","?","?"
"1678","kory1246","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","Inflectional optative absent","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","circumverbal","?","?","initial","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","post","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","extensive affixation","TRUE","?","?","?","FALSE","TRUE","?","?","FALSE","?","?","?","?","?","?","?","?","?","dem-noun","demonstrative word","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?",NA,NA,"TRUE","?","?","suffixing","?","?","?","same as additive","?","?","?","?","affix","post","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?",NA,"double negation","?","?","TRUE","TRUE","?","?","concatenative",NA,"suffix","?","?","?","?","?","Interrogative-based","genitive-noun","adjective-noun","?","?","sov","?","?","?","?","?","?","?","?","TRUE","TRUE","?","?"
"1689","koya1251","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"XV","postnominal","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","num-noun","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","extensive affixation","?","?","?","?","TRUE","TRUE","?","?","?","?","?","?","?","?","?","?","?","?","dem-noun","demonstrative word","?","?",NA,"?","productive full and partial","?","?","?","?","?","?","?","?","?","?","?","negative suffix",NA,NA,"?","?","suffixing","?","?","?","?","?","?","?","?","affix","post","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","negative affix","no double negation","TRUE","?","?","TRUE","?","?","concatenative","suffixes","suffix","?","?","?","?","?","?","genitive-noun","adjective-noun","Degree word-Adjective","?","sov","?","?","?","?","?","?","?","?","TRUE","TRUE","?","?"
"1692","koyr1240","true","true","false","false","?","restricted","?","false","restricted","false","true","false","true","false","true","true","true","false","false","?","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","False","False","False","cumulative","False","false","false","?","?","?","?","?","?","?","Present","'Have'","?","?","?","Gap","?","Differentiated","?","?","?","?","FALSE",NA,"FALSE",NA,"?","?","3-8","?","?","?","?","formally different","absent","Highly differentiated","yes, with marking","?","?","?","?","?",NA,"VX","prenominal","initial","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,"false","false","false","false","false","true",NA,NA,NA,NA,"?","1","2",NA,"?","?",NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,"intonation only","?","post","noun-num",NA,"pronouns in subject position","?","?","?","?","?","?","?","TRUE","?","TRUE","FALSE","?","?","?","?","FALSE","TRUE","little or no affixation","?","TRUE","unrelated","FALSE","TRUE","TRUE","?","TRUE","FALSE","?","?","?","?","?","?","?","?","?","noun-dem","demonstrative word",NA,"obligatory","?","?","?",NA,"?",NA,"?","?","?","?","?","Gap","?","?",NA,"preverbal word",NA,NA,"immediately preverbal",NA,"nominal plurality obligatory","all-nouns","?","?","TRUE","?",NA,"FALSE",NA,NA,"reduplication",NA,"?","?","?","?",NA,"?","?",NA,"?","?","definite distinct from demonstrative","definite word","?","?",NA,"?","?","?","?",NA,"FALSE","?","negative word","no double negation","TRUE","FALSE","TRUE","FALSE","?",NA,"isolating",NA,NA,"S=Atr=P","?","?","none","?","?","genitive-noun","noun-adjective","Adjective-Degree word","?","svo","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","?","TRUE","FALSE",NA,NA
"1693","koyr1242","?","?","false","true","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","false","true","false","true","true","true","true","true","Present","?","?","?","?","Gap","Identical","Differentiated","?","Grammatical marking","Inflectional optative absent","Overlap for either possibility or necessity","FALSE",NA,"FALSE",NA,"?","?","?","some (3-8)","TRUE","none","no distinction","?","?","?","?","affixes on verbs not possible","?","TRUE","FALSE","decimal",NA,"VX","prenominal","initial","?",NA,NA,NA,NA,NA,NA,NA,NA,NA,"?","?","?","?","?","?",NA,NA,NA,NA,NA,"?","?",NA,"asymmetrical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"question particle",NA,"post","noun-num","?","pronouns in subject position","TRUE","TRUE","TRUE","TRUE","FALSE","?","?","TRUE","FALSE","?","?","?","?","?","?","?","?","little or no affixation","TRUE","TRUE","unrelated","FALSE","?","?","TRUE","?","FALSE","TRUE","differentiation","TRUE","special imperative","special negative","TRUE","TRUE","FALSE","FALSE","noun-dem","demonstrative word",NA,"obligatory","negative particle","TRUE","?",NA,NA,NA,"FALSE","TRUE","TRUE","FALSE","FALSE","Gap","FALSE","TRUE",NA,"preverbal word",NA,NA,"not beginning or immediate preverbal",NA,"?","?","pronouns sensitive to number","same as additive","TRUE","FALSE",NA,"FALSE",NA,NA,"?","?",NA,"2p with number distinctions",NA,"Restricted",NA,"Second singular and second plural",NA,NA,"TRUE","FALSE","definite distinct from demonstrative","definite word",NA,NA,NA,NA,NA,"Predicate negation also present","first/one-th, two-th, three-th",NA,"?","TRUE","negative word","no double negation","?","FALSE","TRUE","FALSE","TRUE",NA,"concatenative",NA,"?","S=Atr=P","P=T≠G","?","?","?","Generic-noun-based","genitive-noun","noun-adjective","?","initial","sov","FALSE","?","?","?","?","FALSE","FALSE","TRUE","TRUE","FALSE",NA,NA
"1712","kuii1253","true","true","?","?","?","?","?","?","?","?","?","?","false","false","false","false","false","false","true","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","false","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","true","?","?","?","plain-i/e","false","true","false","?","?","?","?","?","?","?","?","?","?","?","?","?","1","1","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","sov","TRUE","?","?","?","?","?","TRUE","?","?","?","?","?"
