"","glottocode","GB020c","GB021c","GB022c","GB023c","GB024e","GB026","GB027","GB028","GB030","GB031","GB035","GB036","GB037","GB038c","GB039c","GB041c","GB046C","GB047","GB048","GB049C","GB051c","GB052c","GB053c","GB054c","GB057c","GB058C","GB059","GB065e","GB068","GB069","GB074c","GB075c","GB081","GB082cC","GB083c","GB084c","GB095C","GB096C","GB098C","GB099","GB103","GB104","GB105","GB107C","GB108","GB109C","GB110cC","GB111C","GB113","GB116","GB117","GB118","GB122","GB123","GB124","GB126","GB127","GB129","GB130e","GB131","GB132","GB133C","GB134","GB135","GB136","GB137","GB138","GB139","GB140","GB146","GB147c","GB149C","GB150","GB151","GB152","GB155C","GB156","GB158","GB159","GB167","GB177","GB192c","GB196C","GB197C","GB198c","GB203e","GB204","GB250","GB251m","GB252c","GB253c","GB254c","GB256","GB257","GB260","GB262c","GB263c","GB264c","GB265","GB273","GB285cc","GB286c","GB291c","GB296","GB297","GB298","GB299","GB300","GB301","GB302c","GB304c","GB309c","GB313","GB321c","GB322c","GB323c","GB324","GB325","GB326","GB327","GB329c","GB330c","GB331C","GB332EON","GB334","GB335","GB401","GB402","GB403","GB408","GB409","GB410","GB415","GB421c","GB422c","GB430c","GB431c","GB432c","GB433c","GB480m","GB500drm","GB501drm","GB510m","GB522C","GB549drmc","GB550m","GB551mC","GB552m","GB553drmcC","GB555m","GB556m","GB556EO","GB557drm","GB558drm","GB559drm","GB560drmcC","GB561drmc","GB563m","GB567drm","GB568drm","GB569drmcC","GB590mC","GB591mC","GB595m","GB606m","GB620drmc","GB621drmc","GB622drmc","GB623drmc","GB624drmc","GB625mC","GB701drm","GB702drmC","GB703drmc","GB704drm","GB777drm","GB800m","GB800EO","GB850drm","GB852drmC","GB853drm","GB887drmc","GB888drmcC","GB900EO","GB945m","GB947mc","GB949m","GB950m","GB951drmcC","GB952drmcC","GB953drmcC","GB954drmcC","GB955drmc","GB990drmcC","GB991drmcC","GB995F"
"627","gube1234","NA","NA","NA","NA","2","0","?","1","0","0","0","0","?","NA","1","0","1","1","1","1","0","1","1","1","NA","NA","0","1","1","0","1","0","0","0","1","1","1","0","?","0","1","1","0","1","1","0","0","0","1","1","0","0","0","0","0","1","0","0","1","0","1","NA","?","?","1","0","0","1","1","0","1","0","0","0","1","1","0","0","0","0","0","1","NA","NA","1","2","?","1","0","NA","NA","NA","0","?","?","1","0","0","1","0","?","?","?","?","0","0","0","?","1","0","0","0","?","0","NA","NA","0","1","1","1","NA","NA","0","neither","1","1","0","?","1","0","0","1","0","1","0","NA","NA","NA","NA","0","0","0","1","1","NA","0","1","0","NA","1","0","NA","1","1","1","1","1","1","1","1","NA","NA","0","0","0","1","1","1","1","1","1","1","1","1","0","1","0","NA","1","1","0","NA","NA","neither","1","?","?","1","0","0","NA","0","1","0","1","noun-adj and noun-dem"
"628","gude1246","1","0","0","0","2","0","0","1","1","0","1","0","0","NA","1","1","?","0","0","NA","0","0","0","0","NA","0","1","2","0","0","1","0","0","NA","NA","NA","0","NA","NA","0","0","0","0","1","1","NA","0","0","1","0","0","?","?","?","?","1","?","0","NA","1","1","NA","1","1","1","0","1","1","1","?","NA","NA","?","?","?","1","0","1","1","?","0","1","0","0","NA","NA","1","0","1","0","0","1","0","0","0","0","1","0","1","0","NA","NA","NA","0","0","0","1","0","?","NA","NA","NA","1","0","?","?","0","0","0","1","0","1","0","decimal system","0","0","1","0","0","1","0","0","0","0","1","NA","0","NA","1","0","0","1","1","NA","NA","1","1","0","NA","0","0","NA","0","1","1","0","1","1","1","0","NA","NA","NA","?","1","NA","NA","NA","NA","NA","0","?","?","?","?","1","0","NA","1","NA","1","NA","NA","neither","1","NA","0","1","0","0","NA","0","1","0","1","?"
"629","guer1241","1","0","1","0","1","?","1","0","0","1","?","0","0","NA","0","0","?","1","1","1","NA","NA","NA","NA","NA","0","1","2","1","?","1","1","0","0","1","1","0","0","1","0","1","?","?","?","?","0","?","1","1","0","0","?","0","?","0","1","0","0","1","?","1","?","?","?","1","?","?","1","1","?","1","0","0","0","?","1","0","1","1","0","1","NA","NA","NA","NA","1","?","1","?","?","?","?","?","?","?","?","?","?","0","1","?","?","?","?","?","?","?","?","?","0","0","1","?","NA","NA","NA","0","1","0","?","?","?","?","neither","0","1","?","0","?","0","0","1","1","?","?","NA","1","NA","0","?","1","1","?","1","?","1","0","0","?","1","0","NA","1","1","1","NA","?","1","?","?","?","?","1","0","?","1","1","1","1","1","1","1","?","NA","1","1","1","non-bound","1","1","0","?","?","?","1","?","?","?","1","0","NA","0","1","0","1","?"
"630","guer1243","1","1","1","0","1","0","1","1","0","0","1","0","0","NA","1","0","?","?","?","?","0","0","1","0","NA","1","1","2","1","?","1","0","0","0","1","1","0","0","1","0","0","0","0","1","0","?","?","1","1","0","1","1","?","1","0","1","?","0","2","1","0","NA","1","1","1","0","1","0","0","0","1","0","0","0","0","1","0","0","0","?","1","0","NA","NA","0","1","1","1","1","?","?","1","?","0","0","1","0","0","0","1","NA","NA","NA","?","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","1","NA","NA","1","neither","0","1","0","0","1","0","0","1","0","?","?","NA","0","NA","1","0","0","0","?","1","NA","1","1","0","NA","1","0","NA","1","1","1","1","1","1","1","1","0","NA","1","1","0","1","1","0","1","1","1","0","NA","0","0","1","1","bound","1","1","1","NA","NA","neither","1","NA","0","1","0","0","NA","0","1","0","1","noun-adj and noun-dem"
"631","gugu1255","?","?","?","?","2","?","1","1","0","?","0","?","?","?","?","?","?","0","1","0","?","?","?","?","?","?","?","2","0","?","?","?","?","?","?","?","?","?","?","?","0","0","?","?","?","?","?","?","?","?","?","0","1","0","0","?","?","?","1","0","0","?","?","?","1","?","?","0","?","?","?","?","0","0","1","?","?","?","1","?","?","?","NA","NA","?","?","?","?","?","?","?","?","?","1","0","?","?","?","?","?","?","?","?","?","?","0","1","?","?","?","?","?","?","?","NA","NA","?","?","?","?","?","?","?","?","0","?","?","?","?","?","1","?","0","?","?","0","NA","1","NA","?","0","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","0","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","noun-adj and noun-dem"
"632","guhu1244","?","?","?","?","2","0","0","1","0","1","1","1","0","NA","0","1","0","?","?","?","NA","NA","NA","NA","NA","NA","0","1","0","?","0","1","0","1","1","1","0","NA","NA","0","0","0","0","1","0","NA","0","1","0","?","0","1","0","?","?","1","?","0","1","0","0","1","1","1","0","1","0","1","?","0","NA","NA","1","1","1","NA","0","1","0","0","0","NA","NA","NA","NA","2","?","0","1","?","?","1","?","1","0","0","1","0","0","0","NA","NA","NA","?","0","0","1","0","?","NA","NA","1","0","NA","NA","NA","?","?","1","?","?","?","?","body-part tallying system","1","1","1","0","0","1","1","1","0","NA","NA","0","NA","1","NA","1","0","1","0","NA","1","?","0","0","1","0","0","NA","1","1","1","NA","1","1","1","0","NA","1","NA","0","?","NA","NA","NA","NA","NA","0","?","?","NA","?","1","1","bound","1","NA","1","1","1","conjoined clauses","1","NA","0","1","NA","NA","NA","0","0","NA","NA","noun-adj and noun-dem"
"633","gulf1241","1","0","1","0","NA","0","1","0","1","0","0","0","0","NA","1","0","0","1","1","1","1","0","0","0","NA","NA","0","2","0","0","1","0","0","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","?","0","0","?","0","0","0","0","0","0","NA","1","1","NA","1","1","0","0","1","1","0","?","?","0","0","0","0","?","0","1","0","0","0","1","1","0","1","1","0","0","1","1","0","0","0","?","?","?","?","?","0","1","?","?","?","?","?","0","1","0","?","?","?","0","0","0","NA","NA","0","0","1","1","NA","NA","0","decimal system","0","0","?","?","?","?","?","?","?","?","?","?","?","?","?","1","?","?","?","?","1","1","1","0","0","?","?","?","1","1","?","1","1","1","1","1","0","?","?","0","0","1","1","1","1","1","1","1","?","1","1","1","0","NA","1","1","0","0","NA","marker of standard with elsewhere locational meaning","1","?","?","?","0","1","0","0","1","0","1","adj-noun and noun-dem"
"634","guma1254","NA","NA","NA","NA","2","0","1","1","0","0","1","1","1","0","0","0","1","?","1","0","NA","NA","NA","NA","1","0","1","1","1","0","0","1","0","NA","NA","NA","0","0","1","0","0","1","0","1","1","0","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","1","1","0","1","0","1","1","?","1","?","0","0","0","0","1","0","1","1","0","0","NA","NA","NA","NA","1","?","0","0","NA","NA","NA","0","1","0","NA","NA","NA","?","?","NA","NA","NA","?","0","0","1","?","1","?","?","NA","0","NA","NA","NA","0","0","1","1","1","1","0","?","?","?","0","?","?","0","0","1","0","NA","NA","NA","0","NA","1","0","0","1","0","0","NA","0","0","1","NA","?","0","NA","0","1","1","NA","1","1","1","0","NA","NA","1","0","1","1","1","1","1","1","1","?","?","NA","?","1","?","?","0","1","0","NA","NA","conjoined clauses","1","NA","0","0","0","0","NA","0","1","0","1","noun-adj and noun-dem"
"635","gumu1244","NA","NA","NA","NA","1","0","0","1","1","0","1","0","?","NA","1","1","?","1","1","1","1","1","1","0","NA","0","1","1","1","1","1","0","0","NA","0","1","1","0","0","0","1","1","0","1","1","0","0","0","1","1","1","0","0","0","0","1","0","0","NA","0","1","NA","0","1","0","1","0","?","1","?","NA","0","?","0","0","?","?","0","0","0","0","0","0","0","NA","NA","0","1","1","0","0","1","0","1","0","NA","NA","NA","1","1","NA","NA","NA","?","0","1","0","0","?","NA","NA","1","1","0","NA","NA","0","?","0","1","1","?","0","decimal system","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","1","?","?","?","?","1","0","1","0","1","0","0","NA","1","1","1","0","1","1","0","1","NA","?","?","0","1","1","1","0","1","0","1","0","NA","0","0","1","0","NA","1","1","0","1","1","neither","1","NA","0","0","0","0","NA","0","1","0","1","?"
"636","gung1248","?","?","?","?","2","?","?","?","0","?","0","?","?","?","?","?","?","?","1","?","?","?","?","?","?","?","?","1","1","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","1","0","0","?","?","?","1","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","NA","NA","?","?","?","?","?","?","?","?","?","1","0","?","?","?","?","?","?","?","?","?","?","0","1","?","?","?","?","?","?","?","?","?","?","?","0","?","?","?","?","?","0","?","?","?","?","?","?","?","0","?","?","NA","NA","NA","NA","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","1","?","1","?","?","?","?","?","?","?","?","?","?","?","?","?","?","noun-adj and noun-dem"
"637","guny1241","NA","NA","NA","NA","?","1","1","0","0","1","0","0","0","NA","0","0","0","0","1","1","NA","NA","NA","NA","NA","NA","0","1","0","0","NA","NA","0","1","1","?","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","?","1","0","1","NA","1","?","1","0","1","0","0","0","NA","0","0","0","0","1","0","0","1","0","0","NA","NA","NA","NA","?","?","0","0","NA","NA","NA","1","0","0","NA","NA","NA","?","?","NA","1","0","?","0","0","1","0","?","NA","NA","1","0","NA","0","1","0","?","0","1","NA","NA","0","neither","0","0","1","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","1","0","1","0","?","1","0","0","0","1","0","0","NA","1","1","1","NA","1","0","0","1","NA","0","0","1","0","1","1","1","0","1","1","?","?","NA","?","1","?","?","1","1","0","1","1","?","1","1","1","0","0","1","0","0","1","0","1","?"
"638","gura1251","1","1","0","1","1","0","?","0","0","0","0","0","0","NA","0","0","?","?","?","?","?","?","?","?","NA","NA","0","2","0","0","1","0","0","1","1","0","0","0","0","0","0","0","?","1","1","0","1","1","?","0","1","?","?","1","0","1","?","0","1","0","0","NA","?","0","0","0","1","1","0","?","?","?","?","0","?","?","?","0","0","0","0","?","NA","NA","?","2","?","0","1","0","0","1","0","?","?","?","?","?","?","?","?","?","?","?","?","0","0","1","?","?","?","?","0","?","?","?","0","?","0","1","NA","NA","0","decimal system","0","0","?","?","?","?","?","?","?","?","?","?","?","?","?","0","0","?","?","?","NA","1","?","0","NA","?","?","?","1","1","1","?","1","1","0","1","0","NA","?","?","0","1","1","1","0","1","1","?","?","?","?","1","?","?","1","?","1","NA","NA","?","1","?","?","?","0","0","NA","0","1","0","1","?"
"639","gure1255","NA","NA","NA","NA","?","0","?","0","0","0","?","0","0","NA","0","?","?","?","?","?","NA","NA","NA","NA","NA","0","1","1","?","?","NA","NA","0","0","1","?","0","NA","NA","?","?","?","?","0","?","NA","?","1","1","0","1","1","?","?","0","0","?","?","?","?","1","NA","1","?","0","1","0","0","1","0","?","NA","?","?","?","1","0","?","?","?","0","NA","NA","NA","NA","?","?","?","0","NA","NA","NA","1","1","0","?","?","?","?","?","NA","NA","NA","0","0","0","1","0","?","?","?","0","0","NA","?","?","0","0","0","?","?","?","?","neither","0","0","1","0","0","1","1","1","0","?","?","0","NA","1","NA","1","0","1","?","NA","1","0","0","0","1","?","?","?","1","1","?","NA","?","0","?","0","NA","1","NA","?","?","NA","NA","NA","NA","NA","0","?","?","NA","?","1","?","?","1","NA","0","1","1","conjoined clauses","1","NA","0","?","0","0","NA","0","1","0","1","adj-noun and noun-dem"
"640","guri1248","?","?","?","?","?","?","?","1","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","1","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","1","0","0","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","body-part tallying system","0","0","?","?","?","0","0","1","?","?","?","0","NA","1","NA","1","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","1","?","?","?","1","1","?","1","?","?","?","?","?","?","?","?","?","?","?","?","1","?","?","?","?","?","?","?","?","?","?","?","?","?","?"
"641","guro1248","1","?","0","1","2","0","1","1","0","0","1","0","1","NA","0","0","1","0","1","0","?","?","?","?","NA","0","1","1","0","0","?","1","0","NA","NA","NA","0","NA","NA","0","?","0","0","1","0","NA","0","1","0","?","1","0","0","1","?","0","?","0","1","0","0","1","1","0","1","1","?","1","1","1","?","NA","0","0","?","NA","0","0","0","1","0","?","NA","NA","?","2","0","0","1","1","0","1","0","0","0","0","1","0","1","0","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","1","1","?","?","NA","1","1","?","0","0","?","?","?","1","1","1","NA","0","1","0","0","NA","?","NA","?","?","NA","NA","NA","NA","NA","0","1","?","?","1","1","0","NA","?","NA","?","?","?","neither","1","?","?","1","?","?","?","?","1","?","1","noun-adj and noun-dem"
"642","guru1261","NA","NA","NA","NA","2","0","1","1","0","0","0","0","0","NA","1","0","0","?","?","?","NA","NA","NA","NA","NA","NA","0","1","1","0","0","1","0","1","1","0","0","NA","NA","0","0","0","1","1","0","NA","0","0","0","0","1","0","1","?","0","0","0","0","1","0","0","1","?","1","?","1","1","0","0","1","?","NA","?","0","1","NA","0","1","0","1","0","NA","NA","NA","NA","1","?","0","1","1","0","0","0","1","0","0","1","0","0","1","NA","NA","NA","0","0","0","0","?","0","?","?","0","0","NA","0","1","0","0","1","0","?","?","NA","decimal system","0","0","0","?","?","0","1","0","0","?","?","0","NA","1","NA","1","1","1","?","NA","1","0","0","0","1","?","?","?","1","1","1","NA","0","1","0","0","NA","1","NA","1","?","NA","NA","NA","NA","NA","0","0","NA","NA","0","1","0","NA","?","NA","?","1","1","neither","1","NA","0","1","0","0","NA","0","1","0","1","adj-noun and dem-noun"
"643","guru1271","1","1","0","1","2","0","0","0","0","0","1","0","1","NA","0","1","0","1","1","?","NA","NA","NA","NA","NA","0","1","2","0","0","1","0","0","0","1","0","0","NA","NA","0","0","0","1","0","0","NA","0","1","0","0","1","?","?","?","?","1","0","0","1","0","1","NA","1","1","1","1","0","0","1","0","0","NA","?","0","0","NA","?","1","1","0","0","NA","NA","NA","NA","2","0","1","0","NA","NA","NA","0","1","0","0","1","0","0","1","NA","NA","NA","0","0","0","1","?","?","1","0","0","1","NA","NA","NA","0","0","1","1","NA","NA","0","decimal system","0","0","0","0","0","1","0","1","0","NA","NA","NA","0","NA","1","0","0","1","0","NA","NA","1","0","0","NA","1","?","?","1","1","1","NA","0","1","0","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","0","?","?","NA","?","1","1","non-bound","1","NA","1","NA","NA","neither","1","NA","0","1","0","0","NA","0","1","1","0","?"
"644","gusi1247","NA","NA","NA","NA","2","0","0","0","1","0","1","0","0","NA","0","0","0","1","1","?","0","0","1","1","NA","NA","0","2","?","0","1","0","0","0","1","?","0","0","0","0","1","1","1","1","1","0","0","0","1","0","1","?","0","0","0","0","0","0","1","0","1","NA","1","1","?","0","1","1","?","0","1","0","0","0","?","1","0","1","0","0","0","0","0","0","?","2","0","1","0","NA","NA","NA","1","?","?","?","?","?","1","0","?","?","?","0","?","0","0","?","0","0","1","1","0","1","NA","NA","0","0","0","1","NA","NA","0","decimal system","1","0","0","?","0","0","0","1","0","1","?","1","NA","0","NA","0","1","0","1","?","NA","0","1","0","NA","1","0","NA","1","1","1","1","1","1","1","1","NA","NA","0","0","0","1","1","1","1","0","1","1","1","1","0","1","0","NA","1","1","0","NA","NA","neither","1","?","?","?","1","0","NA","0","1","0","1","noun-adj and noun-dem"
"645","guwi1238","NA","NA","NA","NA","2","0","?","?","?","0","1","0","?","NA","?","?","?","?","?","?","1","0","1","1","NA","0","1","?","?","?","?","?","0","?","1","1","0","0","0","?","0","0","?","0","1","?","?","?","?","?","?","?","1","1","?","0","?","0","1","0","1","?","?","?","0","0","1","1","?","?","1","?","?","?","?","?","?","1","1","0","0","?","?","?","1","?","?","?","?","?","?","?","?","1","0","1","1","1","?","?","NA","NA","NA","?","0","?","1","?","?","?","1","0","1","?","?","?","0","0","1","1","NA","NA","?","neither","0","0","?","?","?","?","?","?","?","?","?","?","?","?","?","?","0","?","?","?","?","0","1","0","?","1","?","?","1","1","1","?","?","?","1","1","NA","?","?","?","0","1","1","1","1","0","1","?","?","?","?","1","?","?","1","1","?","?","?","?","1","NA","0","1","?","?","?","?","?","?","?","?"
"646","gwen1239","NA","NA","NA","NA","2","?","?","?","?","?","1","0","0","NA","1","0","?","?","1","?","0","0","1","0","NA","NA","0","2","0","0","?","?","0","1","1","1","0","0","0","0","1","?","?","1","0","0","0","0","1","0","1","1","?","?","?","1","?","0","1","0","1","?","1","1","?","?","0","1","1","?","1","0","1","?","?","1","0","?","?","?","0","0","?","?","1","?","1","1","0","NA","NA","NA","0","?","0","NA","NA","NA","?","?","NA","?","?","?","0","0","1","0","?","0","1","1","0","1","?","?","0","?","?","1","?","?","?","?","?","?","?","0","0","0","0","1","?","?","?","1","NA","0","NA","1","?","?","?","1","?","0","1","0","?","1","0","NA","1","1","1","1","1","?","1","1","NA","1","0","?","?","1","1","1","1","0","1","1","?","1","1","1","?","?","1","1","0","1","?","?","1","?","?","0","1","0","NA","0","1","0","1","noun-adj and noun-dem"
"647","gyel1242","NA","NA","NA","NA","2","0","0","0","0","0","0","0","0","NA","1","0","0","1","1","1","0","0","1","0","NA","NA","0","2","0","0","1","1","0","NA","NA","NA","0","0","0","0","1","1","1","1","0","0","0","0","1","0","1","1","0","0","0","0","?","0","1","0","1","0","1","1","1","0","0","1","1","0","1","0","0","0","0","1","0","1","1","0","0","0","NA","NA","1","2","1","0","0","NA","NA","NA","1","0","0","1","0","0","1","0","NA","NA","NA","0","0","0","1","0","0","0","0","1","0","1","NA","NA","0","1","1","1","NA","NA","0","decimal system","0","0","0","0","0","1","0","1","0","1","0","NA","NA","NA","NA","0","1","0","1","1","NA","0","1","0","NA","1","0","NA","1","0","1","1","1","1","0","1","NA","NA","0","0","0","1","1","0","1","0","1","?","?","?","?","1","0","NA","1","1","1","NA","NA","neither","1","NA","0","1","1","0","NA","0","1","0","1","noun-adj and noun-dem"
"648","haaa1252","NA","NA","NA","NA","2","?","1","0","0","0","?","?","?","NA","1","0","0","1","1","1","0","0","1","0","NA","0","1","2","0","0","NA","NA","0","0","1","1","0","0","0","0","1","1","1","1","1","0","0","0","1","0","1","0","0","?","0","0","0","0","1","0","1","NA","?","1","0","0","1","0","0","?","1","0","0","0","0","1","0","1","1","0","0","0","NA","NA","1","2","1","1","0","NA","NA","NA","1","1","0","NA","NA","NA","1","0","NA","NA","NA","?","0","0","0","0","0","0","1","1","1","1","NA","NA","0","1","0","1","NA","NA","0","decimal system","0","0","0","0","0","0","0","1","0","1","0","1","NA","0","NA","0","0","0","1","1","NA","0","1","0","NA","1","0","NA","1","1","1","1","1","0","1","1","NA","NA","0","0","0","1","1","1","1","0","1","1","1","1","0","1","0","NA","1","1","0","NA","NA","neither","1","NA","0","0","1","0","NA","0","1","0","1","adj-noun and noun-dem"
"649","hadi1240","1","0","0","1","1","0","1","0","1","0","0","0","0","NA","0","1","1","1","1","1","1","0","0","0","NA","0","1","1","1","1","NA","NA","0","NA","NA","NA","0","0","0","0","?","?","0","1","0","0","0","1","1","0","1","?","0","1","0","1","0","1","1","0","0","NA","1","1","1","1","0","1","0","?","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0","NA","1","0","1","0","1","0","0","0","0","NA","NA","NA","1","1","NA","1","0","1","0","0","0","0","0","0","1","0","0","0","NA","NA","0","1","1","0","NA","NA","NA","decimal system","?","0","?","0","0","1","0","1","1","NA","NA","0","1","1","0","1","1","0","0","1","1","1","1","0","1","1","0","NA","1","1","1","NA","0","0","1","1","0","1","1","0","0","1","1","0","0","1","1","1","0","0","1","1","0","NA","1","1","1","1","1","neither","1","1","1","0","1","0","NA","0","1","0","1","adj-noun and dem-noun"
